age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,capital-gains,capital-loss,incident_date,accident_type,collision_type,incident_severity,authorities_contacted,state,city,property_damage,bodily_injuries,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
33,695117,IN,100/300,1000,1034.27,0,FEMALE,0,0,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,NO,1,NO,63900,7100,7100,49700,Accura,TL,2014
39,167466,OH,100/300,1000,1255.35,0,FEMALE,60300,-58900,2015-02-14,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,NO,0,YES,59300,11860,5930,41510,Dodge,RAM,2008
43,979963,IN,100/300,500,982.22,0,FEMALE,54500,-72100,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,?,1,?,75400,15080,7540,52780,Honda,CRV,2011
34,467841,IN,500/1000,500,1074.07,0,FEMALE,70900,-61100,2015-01-28,Parked Car,?,Minor Damage,,WV,Northbend,NO,2,YES,4200,420,840,2940,Jeep,Wrangler,2013
49,130156,IL,250/500,2000,1277.12,0,FEMALE,0,-46000,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,?,0,YES,42240,7680,7680,26880,Chevrolet,Malibu,2007
39,762951,IN,500/1000,500,1388.62,0,FEMALE,35200,0,2015-01-19,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,YES,1,YES,59490,6610,6610,46270,Mercedes,ML350,1995
39,599031,IN,100/300,500,1558.29,0,FEMALE,0,-49300,2015-02-16,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,YES,1,?,7700,770,1540,5390,Saab,93,2000
57,676255,IN,500/1000,1000,1132.47,4000000,MALE,46300,0,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,?,2,?,61440,10240,10240,40960,Saab,93,2008
47,884180,IL,500/1000,500,1143.46,4000000,MALE,0,0,2015-02-18,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,YES,2,?,58560,9760,9760,39040,Mercedes,E400,2002
30,258265,IL,100/300,1000,1073.83,0,FEMALE,0,0,2015-02-02,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,?,0,NO,85690,15580,15580,54530,BMW,3 Series,2011
48,180008,IL,250/500,1000,1387.35,0,MALE,0,-72000,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,NO,2,?,61320,10220,10220,40880,BMW,M5,1998
45,633375,IL,250/500,500,1083.64,0,MALE,59800,0,2015-02-27,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,YES,0,?,79680,13280,13280,53120,BMW,3 Series,2004
30,556538,IL,250/500,1000,1851.78,0,FEMALE,78800,0,2015-02-09,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,NO,1,YES,61740,6860,6860,48020,Audi,A3,2002
55,669501,IN,250/500,500,1270.29,4000000,MALE,24000,-50500,2015-02-19,Parked Car,?,Minor Damage,,VA,Arlington,NO,0,NO,6400,640,640,5120,Honda,Civic,2002
55,963761,OH,500/1000,500,1459.99,0,FEMALE,35900,0,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,YES,1,YES,60600,12120,6060,42420,Accura,TL,2011
38,753005,IL,100/300,2000,1253.44,0,FEMALE,0,0,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,NO,2,NO,56320,10240,5120,40960,Volkswagen,Jetta,2007
34,454758,IN,100/300,1000,1142.48,0,FEMALE,0,0,2015-01-13,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,YES,2,NO,52250,9500,4750,38000,Suburu,Legacy,2012
60,698589,IL,500/1000,1000,1188.45,0,FEMALE,0,-44800,2015-01-18,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,?,0,?,53900,5390,10780,37730,Saab,95,2006
35,330119,IL,500/1000,1000,1125.4,0,MALE,40000,-43400,2015-01-15,Vehicle Theft,?,Trivial Damage,,WV,Columbus,?,2,NO,2640,220,440,1980,Jeep,Wrangler,2001
33,164464,OH,250/500,500,1294.41,0,MALE,0,0,2015-02-23,Vehicle Theft,?,Minor Damage,,NC,Arlington,YES,0,?,8970,1380,1380,6210,Dodge,Neon,2011
31,927354,IN,100/300,500,1459.5,0,MALE,0,0,2015-02-17,Parked Car,?,Minor Damage,,NY,Springfield,?,1,?,6000,1000,1000,4000,Suburu,Impreza,2000
45,272910,IN,250/500,500,1594.37,0,MALE,0,0,2015-01-18,Parked Car,?,Trivial Damage,,SC,Riverwood,NO,0,YES,7260,660,1320,5280,Saab,92x,2008
39,305758,IL,100/300,500,1035.99,0,FEMALE,0,0,2015-01-17,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,NO,2,?,64680,11760,11760,41160,Jeep,Wrangler,2010
43,950542,OH,250/500,500,911.53,0,FEMALE,53200,0,2015-02-25,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,NO,0,NO,59200,0,11840,47360,Chevrolet,Malibu,1998
34,291544,OH,500/1000,500,1319.97,0,FEMALE,73700,0,2015-01-06,Vehicle Theft,?,Minor Damage,,NC,Arlington,YES,1,?,4700,470,940,3290,Saab,92x,1998
33,388616,OH,250/500,2000,1391.63,0,MALE,61200,0,2015-02-26,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,YES,0,NO,69400,6940,6940,55520,Mercedes,C300,2000
21,577992,IN,250/500,500,915.41,5000000,FEMALE,0,0,2015-02-11,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,YES,0,NO,40500,4050,4050,32400,Nissan,Pathfinder,1998
28,342830,IL,500/1000,1000,1468.82,0,MALE,56800,-51800,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,NO,2,NO,60000,5000,10000,45000,Honda,Accord,1997
30,491170,IN,500/1000,500,1412.76,0,MALE,66400,-63700,2015-01-10,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,YES,2,NO,67320,11220,11220,44880,Volkswagen,Jetta,1996
27,175553,OH,500/1000,500,1588.26,0,FEMALE,56700,-49300,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,YES,2,YES,75690,8410,8410,58870,Saab,95,2014
43,221186,OH,100/300,1000,1517.54,0,MALE,0,-20900,2015-01-09,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,NO,2,YES,64400,6440,6440,51520,BMW,X5,2011
53,868031,OH,250/500,2000,912.29,0,FEMALE,42900,-39100,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,?,1,?,97080,16180,16180,64720,Saab,92x,2005
44,844117,OH,250/500,2000,1144.3,0,MALE,52600,0,2015-02-04,Vehicle Theft,?,Minor Damage,Police,WV,Northbrook,YES,1,?,5500,500,500,4500,Honda,Civic,2010
38,744557,IN,500/1000,1000,1281.43,0,FEMALE,65100,-50300,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,?,0,NO,30700,3070,6140,21490,Jeep,Wrangler,2010
48,159536,IL,100/300,2000,1101.85,0,FEMALE,46100,0,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,NO,1,YES,33480,3720,3720,26040,Nissan,Pathfinder,2012
26,727109,IN,500/1000,2000,1082.1,0,MALE,0,-30900,2015-02-05,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,?,0,YES,65430,14540,7270,43620,Jeep,Wrangler,2001
45,608443,IL,500/1000,2000,1175.07,0,MALE,30100,0,2015-01-03,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,?,1,NO,87780,7980,7980,71820,Honda,CRV,2011
36,117862,OH,500/1000,2000,979.26,0,FEMALE,0,-67000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,YES,0,YES,72800,14560,14560,43680,Honda,Accord,1998
38,727443,OH,100/300,500,922.85,0,MALE,70300,-70900,2015-02-25,Vehicle Theft,?,Trivial Damage,,NY,Hillsdale,?,1,YES,3600,400,400,2800,Honda,Civic,1999
41,378587,OH,250/500,2000,1107.59,3000000,MALE,65400,0,2015-01-23,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,NO,1,NO,62640,10440,10440,41760,Mercedes,C300,2009
36,420948,IL,100/300,500,1272.46,0,MALE,0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,YES,2,?,69630,12660,6330,50640,Toyota,Corolla,1998
40,118236,OH,100/300,1000,1648.0,0,MALE,57700,-43500,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,NO,1,YES,44220,8040,4020,32160,Accura,MDX,2000
38,987524,IL,250/500,500,1381.14,0,FEMALE,0,0,2015-02-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,NO,0,NO,57200,5200,10400,41600,BMW,M5,2011
35,490596,IL,500/1000,500,1198.44,8000000,MALE,0,0,2015-01-14,Vehicle Theft,?,Minor Damage,Police,WV,Columbus,NO,0,NO,3080,560,560,1960,Nissan,Ultima,1998
31,524215,OH,250/500,2000,951.27,0,FEMALE,42100,0,2015-01-06,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,YES,1,YES,75790,13780,6890,55120,Accura,RSX,2007
30,913464,IN,500/1000,2000,1341.24,0,FEMALE,37100,-46500,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,NO,0,NO,32670,5940,2970,23760,Honda,Accord,2003
46,398484,IL,250/500,2000,1177.57,0,FEMALE,0,-65500,2015-01-24,Vehicle Theft,?,Minor Damage,Police,VA,Arlington,?,2,NO,3870,430,860,2580,Jeep,Wrangler,2010
30,844007,IN,500/1000,2000,1827.38,0,MALE,0,-15900,2015-01-15,Vehicle Theft,?,Trivial Damage,Police,VA,Springfield,YES,1,?,4620,420,840,3360,Audi,A5,1998
34,607687,OH,500/1000,2000,1270.21,0,FEMALE,16100,-61200,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,NO,1,?,55260,6140,0,49120,Nissan,Ultima,2000
44,967713,IL,250/500,500,809.11,0,MALE,33200,0,2015-01-27,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,?,2,YES,51400,5140,10280,35980,Honda,Civic,1996
37,291902,IL,500/1000,1000,1115.81,0,FEMALE,0,-59800,2015-02-12,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,YES,1,?,48780,5420,10840,32520,Dodge,Neon,2008
31,149839,OH,100/300,1000,1457.65,5000000,FEMALE,0,0,2015-02-03,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,NO,1,?,52380,5820,5820,40740,Toyota,Highlander,2010
40,643226,OH,250/500,1000,1693.83,7000000,MALE,44000,-20800,2015-01-09,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,?,1,?,53400,5340,5340,42720,Honda,CRV,2003
59,535879,IN,100/300,1000,1685.69,0,FEMALE,31400,0,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Hillsdale,?,2,YES,71800,14360,14360,43080,Jeep,Grand Cherokee,1995
47,720356,OH,100/300,1000,1013.61,6000000,FEMALE,45700,-41400,2015-01-03,Parked Car,?,Minor Damage,,NY,Springfield,?,1,YES,5590,860,860,3870,Suburu,Impreza,2002
48,724752,IL,500/1000,500,958.3,0,FEMALE,47900,0,2015-01-22,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,?,0,?,46860,8520,8520,29820,Volkswagen,Passat,1998
31,148498,IN,250/500,2000,1112.04,6000000,FEMALE,52800,-54300,2015-01-13,Parked Car,?,Minor Damage,,SC,Arlington,NO,1,NO,4290,780,780,2730,Volkswagen,Passat,1998
57,110122,IN,250/500,2000,1206.26,0,FEMALE,69900,0,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,YES,0,NO,78500,15700,7850,54950,Audi,A3,2015
42,281388,IL,500/1000,1000,763.67,0,MALE,12800,-49700,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,YES,1,YES,70830,7870,7870,55090,Jeep,Grand Cherokee,2005
56,728600,IL,250/500,500,1042.56,0,MALE,0,-66100,2015-01-20,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Springfield,NO,0,NO,68040,15120,7560,45360,Suburu,Forrestor,1997
63,531160,IL,250/500,500,1006.99,6000000,FEMALE,0,0,2015-02-05,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,NO,0,?,43560,4840,4840,33880,Suburu,Legacy,2015
31,889003,OH,250/500,1000,1328.26,0,MALE,42300,-45800,2015-01-02,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Hillsdale,NO,1,NO,60840,13520,6760,40560,Suburu,Forrestor,2011
55,193213,OH,100/300,1000,1250.08,5000000,FEMALE,0,-57700,2015-02-08,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Arlington,?,2,YES,68160,11360,11360,45440,Ford,Escape,2010
27,557218,IL,500/1000,500,982.7,6000000,FEMALE,30800,-43700,2015-01-13,Parked Car,?,Minor Damage,,SC,Arlington,NO,1,NO,5170,940,470,3760,Toyota,Camry,2001
37,125591,IN,500/1000,1000,1412.06,5000000,FEMALE,60100,0,2015-01-16,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Riverwood,?,0,?,57700,5770,5770,46160,Nissan,Maxima,2000
46,227244,IN,500/1000,2000,1066.7,0,FEMALE,0,0,2015-01-30,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Northbend,NO,0,NO,89520,14920,14920,59680,Audi,A3,2014
43,791425,IN,250/500,2000,1585.54,0,MALE,42600,-44400,2015-02-26,Vehicle Theft,?,Minor Damage,,WV,Hillsdale,NO,1,YES,4620,420,840,3360,Volkswagen,Jetta,2012
39,354455,IN,250/500,1000,1416.08,0,FEMALE,0,-36600,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbrook,YES,0,?,45180,5020,5020,35140,Honda,CRV,2004
38,601042,OH,250/500,500,1246.03,0,MALE,61900,-50000,2015-01-28,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,YES,0,NO,45100,9020,4510,31570,Nissan,Maxima,2013
32,433663,IN,500/1000,2000,1356.64,0,MALE,67800,-48600,2015-02-23,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Springfield,YES,0,YES,83160,15120,15120,52920,Toyota,Camry,2003
42,471938,IL,100/300,2000,1387.7,4000000,FEMALE,0,0,2015-01-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Columbus,NO,2,NO,86130,15660,15660,54810,Chevrolet,Silverado,1995
25,564654,OH,100/300,1000,1004.14,0,MALE,35400,0,2015-02-15,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NC,Hillsdale,NO,1,NO,48000,9600,4800,33600,Dodge,RAM,1995
35,645723,OH,500/1000,500,1107.07,0,FEMALE,0,-45300,2015-02-04,Vehicle Theft,?,Minor Damage,Police,VA,Hillsdale,NO,0,YES,3300,600,600,2100,Saab,92x,2008
34,573572,IL,100/300,500,1429.96,0,FEMALE,67800,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbend,NO,1,YES,57200,11440,5720,40040,Toyota,Camry,2005
35,437960,IN,250/500,1000,1074.99,0,FEMALE,0,-48800,2015-01-02,Vehicle Theft,?,Trivial Damage,Police,VA,Columbus,?,2,?,7590,1380,690,5520,Accura,MDX,2012
37,649800,OH,500/1000,1000,1007.0,0,FEMALE,30400,-89400,2015-01-27,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Arlington,NO,0,?,80080,12320,12320,55440,Chevrolet,Silverado,2013
30,544225,OH,100/300,500,1052.85,0,FEMALE,0,-70100,2015-02-09,Vehicle Theft,?,Minor Damage,Police,WV,Riverwood,NO,0,YES,4800,960,480,3360,BMW,3 Series,2006
26,488597,IL,100/300,1000,1343.0,0,MALE,64600,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,?,0,NO,90400,9040,9040,72320,BMW,3 Series,1995
29,133889,OH,250/500,2000,1441.6,5000000,FEMALE,0,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,YES,0,?,62900,6290,12580,44030,Jeep,Grand Cherokee,1998
50,769475,OH,500/1000,2000,1368.57,0,FEMALE,0,0,2015-01-03,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,NO,2,YES,51800,5180,10360,36260,Accura,MDX,2003
55,844062,OH,250/500,500,862.19,0,MALE,69400,0,2015-02-23,Vehicle Theft,?,Trivial Damage,Police,SC,Northbend,?,2,?,6600,600,1200,4800,Accura,MDX,2012
35,844129,OH,250/500,500,871.46,0,MALE,58500,-77700,2015-01-22,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,YES,2,YES,74140,13480,6740,53920,Ford,Escape,2007
25,732169,OH,500/1000,500,1863.04,0,FEMALE,53400,-35200,2015-02-13,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,Northbend,NO,2,?,67800,13560,6780,47460,Mercedes,C300,1995
40,845751,IN,100/300,500,1533.71,9000000,FEMALE,0,-70900,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Northbend,YES,0,?,66550,6050,12100,48400,Ford,Escape,2008
33,889764,OH,500/1000,1000,1200.09,0,FEMALE,38400,-5700,2015-01-26,Multi-vehicle Collision,Side Collision,Major Damage,Fire,WV,Arlington,?,2,?,70400,14080,7040,49280,Accura,RSX,2002
32,515457,IN,250/500,1000,988.93,0,FEMALE,27600,0,2015-01-23,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Columbus,?,2,YES,84590,15380,15380,53830,Dodge,Neon,1999
37,556270,IN,500/1000,1000,1331.94,0,FEMALE,0,-55400,2015-02-05,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,NO,0,YES,54560,9920,9920,34720,Saab,95,2004
40,908935,IL,500/1000,1000,1361.45,0,MALE,39300,0,2015-02-15,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,OH,Northbend,YES,0,YES,82170,7470,7470,67230,Suburu,Forrestor,1999
44,525862,OH,250/500,2000,1188.51,0,MALE,0,-65800,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Police,NY,Northbend,?,1,NO,61100,6110,12220,42770,Dodge,Neon,2008
39,774895,IL,250/500,1000,840.95,0,FEMALE,32500,-80800,2015-02-26,Parked Car,?,Trivial Damage,Police,SC,Arlington,?,2,?,3440,430,430,2580,Suburu,Legacy,2002
36,974522,IN,250/500,1000,1503.21,0,MALE,55700,-49900,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Springfield,YES,2,NO,51390,5710,11420,34260,Toyota,Corolla,2013
32,669809,OH,100/300,1000,1722.5,0,MALE,0,-21500,2015-01-13,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,?,0,?,76900,7690,7690,61520,Jeep,Wrangler,1995
46,591269,IN,100/300,500,1672.88,0,FEMALE,0,0,2015-02-17,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Columbus,YES,1,NO,60700,12140,6070,42490,Honda,Civic,1997
21,550127,IN,250/500,1000,1248.05,0,FEMALE,37500,-54000,2015-02-15,Multi-vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,YES,1,?,53280,5920,0,47360,Chevrolet,Malibu,2015
43,663190,IL,100/300,500,1564.43,3000000,FEMALE,77500,-32800,2015-01-31,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,?,2,YES,34290,3810,3810,26670,Jeep,Grand Cherokee,2013
44,109392,OH,100/300,1000,1280.88,0,MALE,59400,-32200,2015-02-06,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,NO,0,NO,46980,0,5220,41760,Accura,TL,2002
26,215278,IN,100/300,500,722.66,0,MALE,50300,0,2015-01-23,Multi-vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,YES,1,YES,36700,3670,7340,25690,Nissan,Pathfinder,2010
28,674570,OH,250/500,1000,1235.14,0,MALE,0,-32100,2015-02-17,Multi-vehicle Collision,Side Collision,Total Loss,Other,OH,Hillsdale,?,0,?,60200,6020,6020,48160,Volkswagen,Passat,2012
30,681486,IN,500/1000,1000,1347.04,0,MALE,0,-82100,2015-01-22,Parked Car,?,Minor Damage,,SC,Northbend,?,1,YES,6480,540,1080,4860,Honda,Civic,1996
38,941851,OH,500/1000,1000,1310.8,0,FEMALE,0,0,2015-02-22,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,YES,0,?,87200,17440,8720,61040,Honda,Accord,2006
41,186934,IL,100/300,1000,1436.79,0,FEMALE,70900,0,2015-01-24,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbend,YES,2,?,108480,18080,18080,72320,Volkswagen,Passat,2015
34,918516,OH,250/500,500,1383.49,3000000,FEMALE,35100,0,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Arlington,?,2,YES,67500,7500,7500,52500,Suburu,Impreza,1996
62,533940,IL,500/1000,2000,1356.92,5000000,MALE,0,0,2015-02-26,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Arlington,?,0,YES,46980,5220,5220,36540,Audi,A5,1998
60,556080,OH,250/500,1000,766.19,0,FEMALE,0,0,2015-02-26,Parked Car,?,Minor Damage,Police,WV,Columbus,?,0,?,5060,460,920,3680,Mercedes,E400,2007
